t,value
1532093931,2
1532093934,2
1532093937,2
1532093940,2
1532093943,2
1532093946,2
1532093949,2
1532093952,2
1532093955,2
1532093958,2
1532093961,2
1532093964,2
1532093967,2
1532093970,2
1532093973,2
1532093976,2
1532093979,2
1532093982,2
1532093985,2
1532093988,2
1532093991,2
1532093994,2
1532093997,2
1532094000,2
1532094003,2
1532094006,2
1532094009,2
1532094012,2
1532094015,2
1532094018,2
1532094021,2
1532094024,2
1532094027,2
1532094030,2
1532094033,2
1532094036,2
1532094039,2
1532094042,2
1532094045,2
1532094048,2
1532094051,2
1532094054,2
1532094057,2
1532094060,2
1532094063,2
1532094066,2
1532094069,2
1532094072,2
1532094075,2
1532094078,2
1532094081,2
1532094084,2
1532094087,2
1532094090,2
1532094093,2
1532094096,2
1532094099,2
1532094102,2
1532094105,2
1532094108,2
1532094111,2
1532094114,2
1532094117,2
1532094120,2
1532094123,2
1532094126,2
1532094129,2
1532094132,2
1532094135,2
1532094138,2
1532094141,2
1532094144,2
1532094147,2
1532094150,2
1532094153,2
1532094156,2
1532094159,2
1532094162,2
1532094165,2
1532094168,2
1532094171,2
1532094174,2
1532094177,2
1532094180,2
1532094183,2
1532094186,2
1532094189,2
1532094192,2
1532094195,2
1532094198,2
1532094201,2
1532094204,2
1532094207,2
1532094210,2
1532094213,2
1532094216,2
1532094219,2
1532094222,2
1532094225,2
1532094228,2
1532094231,2
1532094234,2
1532094237,2
1532094240,2
1532094243,2
1532094246,2
1532094249,2
1532094252,2
1532094255,2
1532094258,2
1532094261,2
1532094264,2
1532094267,2
1532094270,2
1532094273,2
1532094276,2
1532094279,2
1532094282,2
1532094285,2
1532094288,2
1532094291,2
1532094294,2
1532094297,2
1532094300,2
1532094303,2
1532094306,2
1532094309,2
1532094312,2
1532094315,2
1532094318,2
1532094321,2
1532094324,2
1532094327,2
1532094330,2
1532094333,2
1532094336,2
1532094339,2
1532094342,2
1532094345,2
1532094348,2
1532094351,2
1532094354,2
1532094357,2
1532094360,2
1532094363,2
1532094366,2
1532094369,2
1532094372,2
1532094375,2
1532094378,2
1532094381,2
1532094384,2
1532094387,2
1532094390,2
1532094393,2
1532094396,2
1532094399,2
1532094402,2
1532094405,2
1532094408,2
1532094411,2
1532094414,2
1532094417,2
1532094420,2
1532094423,2
1532094426,2
1532094429,2
1532094432,2
1532094435,2
1532094438,2
1532094441,2
1532094444,2
1532094447,2
1532094450,2
1532094453,2
1532094456,2
1532094459,2
1532094462,2
1532094465,2
1532094468,2
1532094471,2
1532094474,2
1532094477,2
1532094480,2
1532094483,2
1532094486,2
1532094489,2
1532094492,2
1532094495,2
1532094498,2
1532094501,2
1532094504,2
1532094507,2
1532094510,2
1532094513,2
1532094516,2
1532094519,2
1532094522,2
1532094525,2
1532094528,2
1532094531,2
1532094534,2
1532094537,2
1532094540,2
1532094543,2
1532094546,2
1532094549,2
1532094552,2
1532094555,2
1532094558,2
1532094561,2
1532094564,2
1532094567,2
1532094570,2
1532094573,2
1532094576,2
1532094579,2
1532094582,2
1532094585,2
1532094588,2
1532094591,2
1532094594,2
1532094597,2
1532094600,2
1532094603,2
1532094606,2
1532094609,2
1532094612,2
1532094615,2
1532094618,2
1532094621,2
1532094624,2
1532094627,2
1532094630,2
1532094633,2
1532094636,2
1532094639,2
1532094642,2
1532094645,2
1532094648,2
1532094651,2
1532094654,2
1532094657,2
1532094660,2
1532094663,2
1532094666,2
1532094669,2
1532094672,2
1532094675,2
1532094678,2
1532094681,2
1532094684,2
1532094687,2
1532094690,2
1532094693,2
1532094696,2
1532094699,2
1532094702,2
1532094705,2
1532094708,2
1532094711,2
1532094714,2
1532094717,2
1532094720,2
1532094723,2
1532094726,2
1532094729,2
1532094732,2
1532094735,2
1532094738,2
1532094741,2
1532094744,2
1532094747,2
1532094750,2
1532094753,2
1532094756,2
1532094759,2
1532094762,2
1532094765,2
1532094768,2
1532094771,2
1532094774,2
1532094777,2
1532094780,2
1532094783,2
1532094786,2
1532094789,2
1532094792,2
1532094795,2
1532094798,2
1532094801,2
1532094804,2
1532094807,2
1532094810,2
1532094813,2
1532094816,2
1532094819,2
1532094822,2
1532094825,2
1532094828,2
1532094831,2
1532094834,2
1532094837,2
1532094840,2
1532094843,2
1532094846,2
1532094849,2
1532094852,2
1532094855,2
1532094858,2
1532094861,2
1532094864,2
1532094867,2
1532094870,2
1532094873,2
1532094876,2
1532094879,2
1532094882,2
1532094885,2
1532094888,2
1532094891,2
1532094894,2
1532094897,2
1532094900,2
1532094903,2
1532094906,2
1532094909,2
1532094912,2
1532094915,2
1532094918,2
1532094921,2
1532094924,2
1532094927,2
1532094930,2
1532094933,2
1532094936,2
1532094939,2
1532094942,2
1532094945,2
1532094948,2
1532094951,2
1532094954,2
1532094957,2
1532094960,2
1532094963,2
1532094966,2
1532094969,2
1532094972,2
1532094975,2
1532094978,2
1532094981,2
1532094984,2
1532094987,2
1532094990,2
1532094993,2
1532094996,2
1532094999,2
1532095002,2
1532095005,2
1532095008,2
1532095011,2
1532095014,2
1532095017,2
1532095020,2
1532095023,2
1532095026,2
1532095029,2
1532095032,2
1532095035,2
1532095038,2
1532095041,2
1532095044,2
1532095047,2
1532095050,2
1532095053,2
1532095056,2
1532095059,2
1532095062,2
1532095065,2
1532095068,2
1532095071,2
1532095074,2
1532095077,2
1532095080,2
1532095083,2
1532095086,2
1532095089,2
1532095092,2
1532095095,2
1532095098,2
1532095101,2
1532095104,2
1532095107,2
1532095110,2
1532095113,2
1532095116,2
1532095119,2
1532095122,2
1532095125,2
1532095128,2
1532095131,2
1532095134,2
1532095137,2
1532095140,2
1532095143,2
1532095146,2
1532095149,2
1532095152,2
1532095155,2
1532095158,2
1532095161,2
1532095164,2
1532095167,2
1532095170,2
1532095173,2
1532095176,2
1532095179,2
1532095182,2
1532095185,2
1532095188,2
1532095191,2
1532095194,2
1532095197,2
1532095200,2
1532095203,2
1532095206,2
1532095209,2
1532095212,2
1532095215,2
1532095218,2
1532095221,2
1532095224,2
1532095227,2
1532095230,2
1532095233,2
1532095236,2
1532095239,2
1532095242,2
1532095245,2
1532095248,2
1532095251,2
1532095254,2
1532095257,2
1532095260,2
1532095263,2
1532095266,2
1532095269,2
1532095272,2
1532095275,2
1532095278,2
1532095281,2
1532095284,2
1532095287,2
1532095290,2
1532095293,2
1532095296,2
1532095299,2
1532095302,2
1532095305,2
1532095308,2
1532095311,2
1532095314,2
1532095317,2
1532095320,2
1532095323,2
1532095326,2
1532095329,2
1532095332,2
1532095335,2
1532095338,2
1532095341,2
1532095344,2
1532095347,2
1532095350,2
1532095353,2
1532095356,2
1532095359,2
1532095362,2
1532095365,2
1532095368,2
1532095371,2
1532095374,2
1532095377,2
1532095380,2
1532095383,2
1532095386,2
1532095389,2
1532095392,2
1532095395,2
1532095398,2
1532095401,2
1532095404,2
1532095407,2
1532095410,2
1532095413,2
1532095416,2
1532095419,2
1532095422,2
1532095425,2
1532095428,2
1532095431,2
1532095434,2
1532095437,2
1532095440,2
1532095443,2
1532095446,2
1532095449,2
1532095452,2
1532095455,2
1532095458,2
1532095461,2
1532095464,2
1532095467,2
1532095470,2
1532095473,2
1532095476,2
1532095479,2
1532095482,2
1532095485,2
1532095488,2
1532095491,2
1532095494,2
1532095497,2
1532095500,2
1532095503,2
1532095506,2
1532095509,2
1532095512,2
1532095515,2
1532095518,2
1532095521,2
1532095524,2
1532095527,2
1532095530,2
1532095533,2
1532095536,2
1532095539,2
1532095542,2
1532095545,2
1532095548,2
1532095551,2
1532095554,2
1532095557,2
1532095560,2
1532095563,2
1532095566,2
1532095569,2
1532095572,2
1532095575,2
1532095578,2
1532095581,2
1532095584,2
1532095587,2
1532095590,2
1532095593,2
1532095596,2
1532095599,2
1532095602,2
1532095605,2
1532095608,2
1532095611,2
1532095614,2
1532095617,2
1532095620,2
1532095623,2
1532095626,2
1532095629,2
1532095632,2
1532095635,2
1532095638,2
1532095641,2
1532095644,2
1532095647,2
1532095650,2
1532095653,2
1532095656,2
1532095659,2
1532095662,2
1532095665,2
1532095668,2
1532095671,2
1532095674,2
1532095677,2
1532095680,2
1532095683,2
1532095686,2
1532095689,2
1532095692,2
1532095695,2
1532095698,2
1532095701,2
1532095704,2
1532095707,2
1532095710,2
1532095713,2
1532095716,2
1532095719,2
1532095722,2
1532095725,2
1532095728,2
1532095731,2
1532095734,2
1532095737,2
1532095740,2
1532095743,2
1532095746,2
1532095749,2
1532095752,2
1532095755,2
1532095758,2
1532095761,2
1532095764,2
1532095767,2
1532095770,2
1532095773,2
1532095776,2
1532095779,2
1532095782,2
